# mdlog[.1-last] used as log with 0 constraints
#    t=          KineticE=          TotalE=            PotentialE=        P(GPa)=            T(K)=              xi=
   1600.00       0.0209631189    -688.8355393241    -688.8565024430       0.0000000000     551.5855434625       0.0000000000
   1640.00       0.0168992423    -688.8352659467    -688.8521651890       0.0000000000     444.6560537242       0.0000000000
   1680.00       0.0159756186    -688.8351988564    -688.8511744750       0.0000000000     420.3534937640       0.0000000000
   1720.00       0.0194681992    -688.8354380358    -688.8549062350       0.0000000000     512.2509350142       0.0000000000
   1760.00       0.0241128988    -688.8358686672    -688.8599815660       0.0000000000     634.4631476456       0.0000000000
   1800.00       0.0247882822    -688.8359595608    -688.8607478430       0.0000000000     652.2339623052       0.0000000000
   1840.00       0.0217224622    -688.8354403838    -688.8571628460       0.0000000000     571.5655279014       0.0000000000
   1880.00       0.0224315891    -688.8352751829    -688.8577067720       0.0000000000     590.2242079294       0.0000000000
   1920.00       0.0283810411    -688.8361630809    -688.8645441220       0.0000000000     746.7673126704       0.0000000000
   1960.00       0.0303723369    -688.8362441871    -688.8666165240       0.0000000000     799.1626639591       0.0000000000
   2000.00       0.0264647770    -688.8357961150    -688.8622608920       0.0000000000     696.3462110895       0.0000000000
   2040.00       0.0226370617    -688.8355615373    -688.8581985990       0.0000000000     595.6306417359       0.0000000000
   2080.00       0.0227327465    -688.8357602105    -688.8584929570       0.0000000000     598.1483186696       0.0000000000
   2120.00       0.0245166348    -688.8361603922    -688.8606770270       0.0000000000     645.0863245372       0.0000000000
   2160.00       0.0230632619    -688.8363532081    -688.8594164700       0.0000000000     606.8449026396       0.0000000000
   2200.00       0.0170765080    -688.8359543790    -688.8530308870       0.0000000000     449.3203044794       0.0000000000
   2240.00       0.0137632048    -688.8353673782    -688.8491305830       0.0000000000     362.1400435809       0.0000000000
   2280.00       0.0185143520    -688.8362922240    -688.8548065760       0.0000000000     487.1531267905       0.0000000000
   2320.00       0.0217181973    -688.8366546127    -688.8583728100       0.0000000000     571.4533081368       0.0000000000
   2360.00       0.0174127598    -688.8361958932    -688.8536086530       0.0000000000     458.1678254265       0.0000000000
   2400.00       0.0117111838    -688.8356320582    -688.8473432420       0.0000000000     308.1468793955       0.0000000000
   2440.00       0.0120878276    -688.8358338354    -688.8479216630       0.0000000000     318.0572032038       0.0000000000
   2480.00       0.0165647902    -688.8363878688    -688.8529526590       0.0000000000     435.8558886494       0.0000000000
   2520.00       0.0177168031    -688.8366535859    -688.8543703890       0.0000000000     466.1678688601       0.0000000000
   2560.00       0.0127207808    -688.8361985242    -688.8489193050       0.0000000000     334.7115861408       0.0000000000
   2600.00       0.0091628509    -688.8355037721    -688.8446666230       0.0000000000     241.0946626512       0.0000000000
   2640.00       0.0140457188    -688.8362883402    -688.8503340590       0.0000000000     369.5736055303       0.0000000000
   2680.00       0.0194438772    -688.8366717308    -688.8561156080       0.0000000000     511.6109680412       0.0000000000
   2720.00       0.0191089241    -688.8363953519    -688.8555042760       0.0000000000     502.7976198573       0.0000000000
   2760.00       0.0167276897    -688.8359918093    -688.8527194990       0.0000000000     440.1421294586       0.0000000000
   2800.00       0.0181038218    -688.8360738312    -688.8541776530       0.0000000000     476.3511776020       0.0000000000
   2840.00       0.0229378050    -688.8365121910    -688.8594499960       0.0000000000     603.5438581852       0.0000000000
   2880.00       0.0255890346    -688.8369147244    -688.8625037590       0.0000000000     673.3035116695       0.0000000000
   2920.00       0.0217711513    -688.8366567187    -688.8584278700       0.0000000000     572.8466441119       0.0000000000
   2960.00       0.0166946810    -688.8359061160    -688.8526007970       0.0000000000     439.2735986628       0.0000000000
   3000.00       0.0182150000    -688.8364922540    -688.8547072540       0.0000000000     479.2765195552       0.0000000000
   3040.00       0.0212724901    -688.8368329599    -688.8581054500       0.0000000000     559.7257762911       0.0000000000
   3080.00       0.0204875364    -688.8366683136    -688.8571558500       0.0000000000     539.0719280335       0.0000000000
   3120.00       0.0176932549    -688.8364212321    -688.8541144870       0.0000000000     465.5482645243       0.0000000000
   3160.00       0.0167332238    -688.8363434462    -688.8530766700       0.0000000000     440.2877444508       0.0000000000
   3200.00       0.0191821589    -688.8365386591    -688.8557208180       0.0000000000     504.7245874196       0.0000000000
   3240.00       0.0222568223    -688.8370134107    -688.8592702330       0.0000000000     585.6257106712       0.0000000000
   3280.00       0.0203418846    -688.8370741654    -688.8574160500       0.0000000000     535.2395084041       0.0000000000
   3320.00       0.0146487812    -688.8362688068    -688.8509175880       0.0000000000     385.4414986949       0.0000000000
   3360.00       0.0138108198    -688.8365087622    -688.8503195820       0.0000000000     363.3928995979       0.0000000000
   3400.00       0.0164342860    -688.8369530350    -688.8533873210       0.0000000000     432.4220380501       0.0000000000
   3440.00       0.0165332908    -688.8368903022    -688.8534235930       0.0000000000     435.0270690590       0.0000000000
   3480.00       0.0141914524    -688.8367030636    -688.8508945160       0.0000000000     373.4081755786       0.0000000000
   3520.00       0.0127972943    -688.8364881907    -688.8492854850       0.0000000000     336.7248241688       0.0000000000
   3560.00       0.0156932886    -688.8365399124    -688.8522332010       0.0000000000     412.9247726864       0.0000000000
   3600.00       0.0215933163    -688.8371583937    -688.8587517100       0.0000000000     568.1674152774       0.0000000000
   3640.00       0.0231081373    -688.8373989187    -688.8605070560       0.0000000000     608.0256733631       0.0000000000
   3680.00       0.0194810551    -688.8365055849    -688.8559866400       0.0000000000     512.5891998016       0.0000000000
   3720.00       0.0196941766    -688.8368571364    -688.8565513130       0.0000000000     518.1968945276       0.0000000000
   3760.00       0.0219861958    -688.8372216322    -688.8592078280       0.0000000000     578.5049361456       0.0000000000
   3800.00       0.0215970620    -688.8370065700    -688.8586036320       0.0000000000     568.2659754165       0.0000000000
   3840.00       0.0203556730    -688.8369793020    -688.8573349750       0.0000000000     535.6023133282       0.0000000000
   3880.00       0.0196691589    -688.8369857561    -688.8566549150       0.0000000000     517.5386226437       0.0000000000
   3920.00       0.0203451132    -688.8369117018    -688.8572568150       0.0000000000     535.3244614895       0.0000000000
   3960.00       0.0225820308    -688.8373291962    -688.8599112270       0.0000000000     594.1826603070       0.0000000000
   4000.00       0.0223469125    -688.8374361765    -688.8597830890       0.0000000000     587.9961833275       0.0000000000
   4040.00       0.0203890221    -688.8368561449    -688.8572451670       0.0000000000     536.4797990933       0.0000000000
   4080.00       0.0216719145    -688.8374470105    -688.8591189250       0.0000000000     570.2355078095       0.0000000000
   4120.00       0.0214856135    -688.8374715935    -688.8589572070       0.0000000000     565.3335208787       0.0000000000
   4160.00       0.0184362739    -688.8371058191    -688.8555420930       0.0000000000     485.0987214302       0.0000000000
   4200.00       0.0166696167    -688.8371342983    -688.8538039150       0.0000000000     438.6141040779       0.0000000000
   4240.00       0.0166484851    -688.8373410689    -688.8539895540       0.0000000000     438.0580843990       0.0000000000
   4280.00       0.0166023117    -688.8373401993    -688.8539425110       0.0000000000     436.8431597966       0.0000000000
   4320.00       0.0162670307    -688.8375090393    -688.8537760700       0.0000000000     428.0211832065       0.0000000000
   4360.00       0.0146996030    -688.8374590670    -688.8521586700       0.0000000000     386.7787300290       0.0000000000
   4400.00       0.0145858522    -688.8370554258    -688.8516412780       0.0000000000     383.7856979598       0.0000000000
   4440.00       0.0183577307    -688.8378397813    -688.8561975120       0.0000000000     483.0320760949       0.0000000000
   4480.00       0.0187818238    -688.8377093492    -688.8564911730       0.0000000000     494.1908940908       0.0000000000
   4520.00       0.0159167347    -688.8372126843    -688.8531294190       0.0000000000     418.8041297822       0.0000000000
   4560.00       0.0159120139    -688.8372085191    -688.8531205330       0.0000000000     418.6799154089       0.0000000000
   4600.00       0.0195841312    -688.8375315948    -688.8571157260       0.0000000000     515.3013595824       0.0000000000
   4640.00       0.0232351896    -688.8377357854    -688.8609709750       0.0000000000     611.3686962547       0.0000000000
   4680.00       0.0242512809    -688.8378168591    -688.8620681400       0.0000000000     638.1042824324       0.0000000000
   4720.00       0.0229045874    -688.8375720026    -688.8604765900       0.0000000000     602.6698281183       0.0000000000
   4760.00       0.0237105012    -688.8373456988    -688.8610562000       0.0000000000     623.8751868086       0.0000000000
   4800.00       0.0281176661    -688.8380708699    -688.8661885360       0.0000000000     739.8373410849       0.0000000000
   4840.00       0.0291392275    -688.8380068285    -688.8671460560       0.0000000000     766.7168559066       0.0000000000
   4880.00       0.0263233070    -688.8375812290    -688.8639045360       0.0000000000     692.6238257896       0.0000000000
   4920.00       0.0249353779    -688.8374971281    -688.8624325060       0.0000000000     656.1043725438       0.0000000000
   4960.00       0.0265732305    -688.8377274865    -688.8643007170       0.0000000000     699.1998587404       0.0000000000
   5000.00       0.0285933845    -688.8379428635    -688.8665362480       0.0000000000     752.3545335401       0.0000000000
   5040.00       0.0284870327    -688.8379938173    -688.8664808500       0.0000000000     749.5561847616       0.0000000000
   5080.00       0.0258604680    -688.8380604960    -688.8639209640       0.0000000000     680.4455184238       0.0000000000
   5120.00       0.0220233879    -688.8377397731    -688.8597631610       0.0000000000     579.4835416811       0.0000000000
   5160.00       0.0213376129    -688.8378212061    -688.8591588190       0.0000000000     561.4393002668       0.0000000000
   5200.00       0.0227058049    -688.8383225121    -688.8610283170       0.0000000000     597.4394256707       0.0000000000
   5240.00       0.0207549600    -688.8380634480    -688.8588184080       0.0000000000     546.1084274389       0.0000000000
   5280.00       0.0174511531    -688.8377632829    -688.8552144360       0.0000000000     459.1780364766       0.0000000000
   5320.00       0.0167663815    -688.8378069665    -688.8545733480       0.0000000000     441.1601971993       0.0000000000
   5360.00       0.0186634892    -688.8380053328    -688.8566688220       0.0000000000     491.0772524865       0.0000000000
   5400.00       0.0210913474    -688.8380626406    -688.8591539880       0.0000000000     554.9595157715       0.0000000000
   5440.00       0.0230234147    -688.8382316903    -688.8612551050       0.0000000000     605.7964359088       0.0000000000
   5480.00       0.0226220644    -688.8383858896    -688.8610079540       0.0000000000     595.2360316694       0.0000000000
   5520.00       0.0200008270    -688.8378865170    -688.8578873440       0.0000000000     526.2655370476       0.0000000000
   5560.00       0.0202395221    -688.8380640499    -688.8583035720       0.0000000000     532.5461283272       0.0000000000
   5600.00       0.0222069024    -688.8384046856    -688.8606115880       0.0000000000     584.3122111290       0.0000000000
   5640.00       0.0219285147    -688.8382480993    -688.8601766140       0.0000000000     576.9872197331       0.0000000000
   5680.00       0.0206867036    -688.8381548164    -688.8588415200       0.0000000000     544.3124519118       0.0000000000
   5720.00       0.0202448684    -688.8382403496    -688.8584852180       0.0000000000     532.6868015114       0.0000000000
   5760.00       0.0206245373    -688.8382494347    -688.8588739720       0.0000000000     542.6767195673       0.0000000000
   5800.00       0.0220932684    -688.8383301896    -688.8604234580       0.0000000000     581.3222498684       0.0000000000
   5840.00       0.0231133674    -688.8387867576    -688.8619001250       0.0000000000     608.1632881816       0.0000000000
   5880.00       0.0196114011    -688.8386041009    -688.8582155020       0.0000000000     516.0188907676       0.0000000000
   5920.00       0.0151923250    -688.8379950270    -688.8531873520       0.0000000000     399.7433258659       0.0000000000
   5960.00       0.0156213117    -688.8385627513    -688.8541840630       0.0000000000     411.0309025423       0.0000000000
   6000.00       0.0158827541    -688.8386379629    -688.8545207170       0.0000000000     417.9100241993       0.0000000000
   6040.00       0.0134590539    -688.8383458211    -688.8518048750       0.0000000000     354.1371691979       0.0000000000
   6080.00       0.0117484870    -688.8381736220    -688.8499221090       0.0000000000     309.1284079600       0.0000000000
   6120.00       0.0137985042    -688.8381679308    -688.8519664350       0.0000000000     363.0688489917       0.0000000000
   6160.00       0.0198088106    -688.8384638884    -688.8582726990       0.0000000000     521.2131662825       0.0000000000
   6200.00       0.0256815920    -688.8389544450    -688.8646360370       0.0000000000     675.7389001794       0.0000000000
   6240.00       0.0261007223    -688.8388776517    -688.8649783740       0.0000000000     686.7671332949       0.0000000000
   6280.00       0.0237811650    -688.8381905200    -688.8619716850       0.0000000000     625.7345053361       0.0000000000
   6320.00       0.0260453786    -688.8386287294    -688.8646741080       0.0000000000     685.3109197136       0.0000000000
   6360.00       0.0295342102    -688.8390069408    -688.8685411510       0.0000000000     777.1097164520       0.0000000000
   6400.00       0.0292564085    -688.8388135765    -688.8680699850       0.0000000000     769.8001469483       0.0000000000
   6440.00       0.0272008896    -688.8385929054    -688.8657937950       0.0000000000     715.7149448891       0.0000000000
   6480.00       0.0267407494    -688.8385779956    -688.8653187450       0.0000000000     703.6076478929       0.0000000000
   6520.00       0.0287016466    -688.8387036604    -688.8674053070       0.0000000000     755.2031469878       0.0000000000
   6560.00       0.0315578440    -688.8389329500    -688.8704907940       0.0000000000     830.3559511567       0.0000000000
   6600.00       0.0323078864    -688.8391496916    -688.8714575780       0.0000000000     850.0912080952       0.0000000000
   6640.00       0.0292082476    -688.8388510824    -688.8680593300       0.0000000000     768.5329263653       0.0000000000
   6680.00       0.0263290586    -688.8385612054    -688.8648902640       0.0000000000     692.7751619673       0.0000000000
   6720.00       0.0265470482    -688.8390562358    -688.8656032840       0.0000000000     698.5109449391       0.0000000000
   6760.00       0.0253695168    -688.8392060642    -688.8645755810       0.0000000000     667.5275173871       0.0000000000
   6800.00       0.0210563275    -688.8389523885    -688.8600087160       0.0000000000     554.0380659962       0.0000000000
   6840.00       0.0172978338    -688.8387647052    -688.8560625390       0.0000000000     455.1438708414       0.0000000000
   6880.00       0.0173304287    -688.8388257053    -688.8561561340       0.0000000000     456.0015118115       0.0000000000
   6920.00       0.0206453431    -688.8390953249    -688.8597406680       0.0000000000     543.2241665272       0.0000000000
   6960.00       0.0230630243    -688.8394777027    -688.8625407270       0.0000000000     606.8386518818       0.0000000000
   7000.00       0.0206323019    -688.8391186051    -688.8597509070       0.0000000000     542.8810249571       0.0000000000
   7040.00       0.0183233077    -688.8386754363    -688.8569987440       0.0000000000     482.1263331860       0.0000000000
   7080.00       0.0202000840    -688.8393993090    -688.8595993930       0.0000000000     531.5084239893       0.0000000000
   7120.00       0.0196138915    -688.8393885555    -688.8590024470       0.0000000000     516.0844178533       0.0000000000
   7160.00       0.0154499970    -688.8390262600    -688.8544762570       0.0000000000     406.5232391068       0.0000000000
   7200.00       0.0127548966    -688.8388439554    -688.8515988520       0.0000000000     335.6092474898       0.0000000000
   7240.00       0.0143864258    -688.8390301302    -688.8534165560       0.0000000000     378.5383530859       0.0000000000
   7280.00       0.0179959714    -688.8394288046    -688.8574247760       0.0000000000     473.5133982902       0.0000000000
   7320.00       0.0184983111    -688.8396267759    -688.8581250870       0.0000000000     486.7310557397       0.0000000000
   7360.00       0.0154527985    -688.8389736925    -688.8544264910       0.0000000000     406.5969523986       0.0000000000
   7400.00       0.0162399263    -688.8391004937    -688.8553404200       0.0000000000     427.3080066017       0.0000000000
   7440.00       0.0198073805    -688.8397057855    -688.8595131660       0.0000000000     521.1755373712       0.0000000000
   7480.00       0.0191439317    -688.8394785923    -688.8586225240       0.0000000000     503.7187459137       0.0000000000
   7520.00       0.0157020839    -688.8392171061    -688.8549191900       0.0000000000     413.1561981834       0.0000000000
   7560.00       0.0137424188    -688.8390811442    -688.8528235630       0.0000000000     361.5931181996       0.0000000000
   7600.00       0.0155974406    -688.8391829824    -688.8547804230       0.0000000000     410.4028024560       0.0000000000
   7640.00       0.0197694073    -688.8396080617    -688.8593774690       0.0000000000     520.1763795612       0.0000000000
   7680.00       0.0212251108    -688.8397956982    -688.8610208090       0.0000000000     558.4791251881       0.0000000000
   7720.00       0.0195372314    -688.8391376726    -688.8586749040       0.0000000000     514.0673216165       0.0000000000
   7760.00       0.0217290030    -688.8393872240    -688.8611162270       0.0000000000     571.7376314767       0.0000000000
   7800.00       0.0257600005    -688.8399593615    -688.8657193620       0.0000000000     677.8019980318       0.0000000000
   7840.00       0.0252187103    -688.8396934667    -688.8649121770       0.0000000000     663.5594689306       0.0000000000
   7880.00       0.0222117342    -688.8395306798    -688.8617424140       0.0000000000     584.4393460895       0.0000000000
   7920.00       0.0200084542    -688.8394640178    -688.8594724720       0.0000000000     526.4662247429       0.0000000000
   7960.00       0.0203796999    -688.8394294661    -688.8598091660       0.0000000000     536.2345128614       0.0000000000
   8000.00       0.0233481375    -688.8398142795    -688.8631624170       0.0000000000     614.3406045199       0.0000000000
   8040.00       0.0245866481    -688.8400825259    -688.8646691740       0.0000000000     646.9285291881       0.0000000000
   8080.00       0.0226953021    -688.8394590109    -688.8621543130       0.0000000000     597.1630744951       0.0000000000
   8120.00       0.0238871154    -688.8396597856    -688.8635469010       0.0000000000     628.5222918548       0.0000000000
   8160.00       0.0268053320    -688.8401645580    -688.8669698900       0.0000000000     705.3069591924       0.0000000000
   8200.00       0.0259923017    -688.8399638483    -688.8659561500       0.0000000000     683.9143515493       0.0000000000
   8240.00       0.0230983931    -688.8398030679    -688.8629014610       0.0000000000     607.7692807037       0.0000000000
   8280.00       0.0210718792    -688.8397542768    -688.8608261560       0.0000000000     554.4472638271       0.0000000000
   8320.00       0.0213391303    -688.8397491627    -688.8610882930       0.0000000000     561.4792276110       0.0000000000
   8360.00       0.0237821466    -688.8400410244    -688.8638231710       0.0000000000     625.7603315546       0.0000000000
   8400.00       0.0247537933    -688.8403858037    -688.8651395970       0.0000000000     651.3264836549       0.0000000000
   8440.00       0.0220476458    -688.8398532152    -688.8619008610       0.0000000000     580.1218191747       0.0000000000
   8480.00       0.0217194575    -688.8398241025    -688.8615435600       0.0000000000     571.4864682622       0.0000000000
   8520.00       0.0244582364    -688.8404105116    -688.8648687480       0.0000000000     643.5497347758       0.0000000000
   8560.00       0.0243350422    -688.8402581058    -688.8645931480       0.0000000000     640.3082251534       0.0000000000
   8600.00       0.0219979574    -688.8401231186    -688.8621210760       0.0000000000     578.8144097176       0.0000000000
   8640.00       0.0198803061    -688.8401488389    -688.8600291450       0.0000000000     523.0943676997       0.0000000000
   8680.00       0.0187661624    -688.8400999756    -688.8588661380       0.0000000000     493.7788099497       0.0000000000
   8720.00       0.0193014134    -688.8402470426    -688.8595484560       0.0000000000     507.8624335617       0.0000000000
   8760.00       0.0193163038    -688.8406593392    -688.8599756430       0.0000000000     508.2542341495       0.0000000000
   8800.00       0.0157783625    -688.8402469115    -688.8560252740       0.0000000000     415.1632551782       0.0000000000
   8840.00       0.0135780145    -688.8400598135    -688.8536378280       0.0000000000     357.2672830507       0.0000000000
   8880.00       0.0147631539    -688.8405750591    -688.8553382130       0.0000000000     388.4508936225       0.0000000000
   8920.00       0.0143219664    -688.8404380246    -688.8547599910       0.0000000000     376.8422846426       0.0000000000
   8960.00       0.0124457931    -688.8403186689    -688.8527644620       0.0000000000     327.4760574527       0.0000000000
   9000.00       0.0110499378    -688.8403212432    -688.8513711810       0.0000000000     290.7480496564       0.0000000000
   9040.00       0.0107601491    -688.8402806659    -688.8510408150       0.0000000000     283.1230749187       0.0000000000
   9080.00       0.0119512934    -688.8404059526    -688.8523572460       0.0000000000     314.4646884111       0.0000000000
   9120.00       0.0127281823    -688.8407394537    -688.8534676360       0.0000000000     334.9063359882       0.0000000000
   9160.00       0.0106071110    -688.8404045590    -688.8510116700       0.0000000000     279.0963082920       0.0000000000
   9200.00       0.0099987452    -688.8401658248    -688.8501645700       0.0000000000     263.0888708227       0.0000000000
   9240.00       0.0130493527    -688.8407353583    -688.8537847110       0.0000000000     343.3570315299       0.0000000000
   9280.00       0.0142225875    -688.8406120675    -688.8548346550       0.0000000000     374.2274076758       0.0000000000
   9320.00       0.0134594135    -688.8403999235    -688.8538593370       0.0000000000     354.1466300954       0.0000000000
   9360.00       0.0134563244    -688.8404362086    -688.8538925330       0.0000000000     354.0653495285       0.0000000000
   9400.00       0.0145276865    -688.8404546935    -688.8549823800       0.0000000000     382.2552311289       0.0000000000
   9440.00       0.0165576898    -688.8404935132    -688.8570512030       0.0000000000     435.6690606259       0.0000000000
   9480.00       0.0185074374    -688.8408181406    -688.8593255780       0.0000000000     486.9711880137       0.0000000000
   9520.00       0.0173081279    -688.8407543761    -688.8580625040       0.0000000000     455.4147296633       0.0000000000
   9560.00       0.0150125935    -688.8402721795    -688.8552847730       0.0000000000     395.0141950338       0.0000000000
   9600.00       0.0162705896    -688.8406898484    -688.8569604380       0.0000000000     428.1148271552       0.0000000000
   9640.00       0.0177114661    -688.8408080309    -688.8585194970       0.0000000000     466.0274416632       0.0000000000
   9680.00       0.0168885989    -688.8406838661    -688.8575724650       0.0000000000     444.3760041942       0.0000000000
   9720.00       0.0151687506    -688.8406195634    -688.8557883140       0.0000000000     399.1230312799       0.0000000000
   9760.00       0.0141367069    -688.8405095751    -688.8546462820       0.0000000000     371.9677015329       0.0000000000
   9800.00       0.0154272976    -688.8405591694    -688.8559864670       0.0000000000     405.9259675597       0.0000000000
   9840.00       0.0180599460    -688.8409956260    -688.8590555720       0.0000000000     475.1967089372       0.0000000000
   9880.00       0.0172748461    -688.8411362699    -688.8584111160       0.0000000000     454.5390118957       0.0000000000
   9920.00       0.0132242166    -688.8404867404    -688.8537109570       0.0000000000     347.9580837859       0.0000000000
   9960.00       0.0129377331    -688.8406789309    -688.8536166640       0.0000000000     340.4200764448       0.0000000000
  10000.00       0.0154186551    -688.8410499709    -688.8564686260       0.0000000000     405.6985642991       0.0000000000
  10040.00       0.0158821095    -688.8409594975    -688.8568416070       0.0000000000     417.8930633466       0.0000000000
  10080.00       0.0145992867    -688.8408710793    -688.8554703660       0.0000000000     384.1391886426       0.0000000000
  10120.00       0.0134295389    -688.8407730661    -688.8542026050       0.0000000000     353.3605640202       0.0000000000
  10160.00       0.0142400069    -688.8407552491    -688.8549952560       0.0000000000     374.6857496448       0.0000000000
  10200.00       0.0171852093    -688.8410616527    -688.8582468620       0.0000000000     452.1804720407       0.0000000000
  10240.00       0.0184729691    -688.8413961189    -688.8598690880       0.0000000000     486.0642518655       0.0000000000
  10280.00       0.0155525630    -688.8409561480    -688.8565087110       0.0000000000     409.2219739273       0.0000000000
  10320.00       0.0136787927    -688.8407817293    -688.8544605220       0.0000000000     359.9189772873       0.0000000000
  10360.00       0.0152195901    -688.8411973409    -688.8564169310       0.0000000000     400.4607295712       0.0000000000
  10400.00       0.0158566987    -688.8412403753    -688.8570970740       0.0000000000     417.2244508304       0.0000000000
  10440.00       0.0140359947    -688.8411466683    -688.8551826630       0.0000000000     369.3177443271       0.0000000000
  10480.00       0.0111853715    -688.8409891595    -688.8521745310       0.0000000000     294.3116066986       0.0000000000
  10520.00       0.0099272142    -688.8408392628    -688.8507664770       0.0000000000     261.2067353654       0.0000000000
  10560.00       0.0121749061    -688.8410053219    -688.8531802280       0.0000000000     320.3484276257       0.0000000000
  10600.00       0.0154346059    -688.8414783601    -688.8569129660       0.0000000000     406.1182653821       0.0000000000
  10640.00       0.0144336331    -688.8414521499    -688.8558857830       0.0000000000     379.7804803159       0.0000000000
  10680.00       0.0105183713    -688.8408515937    -688.8513699650       0.0000000000     276.7613730490       0.0000000000
  10720.00       0.0102930990    -688.8409977400    -688.8512908390       0.0000000000     270.8339659810       0.0000000000
  10760.00       0.0128114424    -688.8413425126    -688.8541539550       0.0000000000     337.0970927978       0.0000000000
  10800.00       0.0132854883    -688.8413337177    -688.8546192060       0.0000000000     349.5702770989       0.0000000000
  10840.00       0.0110764740    -688.8411638780    -688.8522403520       0.0000000000     291.4462747545       0.0000000000
  10880.00       0.0087349192    -688.8409419708    -688.8496768900       0.0000000000     229.8348440019       0.0000000000
  10920.00       0.0094695204    -688.8409059146    -688.8503754350       0.0000000000     249.1638080371       0.0000000000
  10960.00       0.0134432510    -688.8413246550    -688.8547679060       0.0000000000     353.7213592351       0.0000000000
  11000.00       0.0154867462    -688.8417129508    -688.8571996970       0.0000000000     407.4901911765       0.0000000000
  11040.00       0.0120928268    -688.8412603022    -688.8533531290       0.0000000000     318.1887434062       0.0000000000
